#chr	start	end	TSS_num	strand	zfh1_count	ctrl_count	responsiveness
chr3L	21469578	21469579	TSS_719	-	277	0	61.2528348101
chr3L	21469687	21469688	TSS_8825	-	7	0	2.1867255063
chr3L	21472480	21472481	TSS_12039	-	5	0	1.75509432621
chr3L	21502952	21502953	TSS_10061	+	6	0	1.97038325308
chr3L	21510633	21510634	TSS_12040	-	5	0	1.75509432621
chr3L	21512523	21512524	TSS_12041	+	5	0	1.75509432621
chr3L	21518673	21518674	TSS_7884	+	8	1	2.40371021526
chr3L	21542759	21542760	TSS_8826	+	7	0	2.1867255063
chr3L	21544190	21544191	TSS_3795	-	25	0	6.11511756647
chr3L	21544247	21544248	TSS_8827	+	7	0	2.1867255063
chr3L	21547628	21547629	TSS_8828	-	7	0	2.1867255063
chr3L	21549977	21549978	TSS_7885	+	8	0	2.40371021526
chr3L	21574913	21574914	TSS_8829	-	7	0	2.1867255063
chr3L	21578067	21578068	TSS_2499	+	53	0	12.2398870283
chr3L	21591957	21591958	TSS_2916	+	41	0	9.61464379974
chr3L	21596098	21596099	TSS_6688	-	10	0	2.83881166131
chr3L	21596141	21596142	TSS_12042	+	5	0	1.75509432621
chr3L	21601133	21601134	TSS_3074	-	37	0	8.73963945825
chr3L	21601198	21601199	TSS_4193	+	21	0	5.24059880358
chr3L	21601225	21601226	TSS_5339	-	14	0	3.71122827673
chr3L	21622805	21622806	TSS_4744	-	17	0	4.36643369141
chr3L	21638059	21638060	TSS_6276	+	11	0	3.05671670715
chr3L	21650917	21650918	TSS_1106	+	180	0	40.0280341814
chr3L	21660091	21660092	TSS_7207	-	9	0	2.62111566649
chr3L	21663136	21663137	TSS_3115	-	36	0	8.52089722223
chr3L	21677774	21677775	TSS_8831	-	7	0	2.1867255063
chr3L	21690587	21690588	TSS_3159	+	35	0	8.30215913796
chr3L	21699458	21699459	TSS_1484	-	125	0	27.9934806929
chr3L	21720756	21720757	TSS_7886	-	8	0	2.40371021526
chr3L	21721754	21721755	TSS_12043	+	5	0	1.75509432621
chr3L	21721806	21721807	TSS_8832	+	7	0	2.1867255063
chr3L	21724646	21724647	TSS_2917	-	41	0	9.61464379974
chr3L	21726583	21726584	TSS_5122	-	15	0	3.92957396706
chr3L	21731529	21731530	TSS_3583	-	28	0	6.77114656352
chr3L	21737360	21737361	TSS_10063	-	6	0	1.97038325308
chr3L	21750160	21750161	TSS_12044	-	5	0	1.75509432621
chr3L	21750225	21750226	TSS_2829	+	43	0	10.0521637275
chr3L	21782541	21782542	TSS_10064	+	6	0	1.97038325308
chr3L	21792379	21792380	TSS_1180	+	167	0	37.1834895588
chr3L	21797929	21797930	TSS_5340	+	14	0	3.71122827673
chr3L	21801281	21801282	TSS_12045	-	5	0	1.75509432621
chr3L	21801917	21801918	TSS_2866	-	42	0	9.83340246127
chr3L	21801938	21801939	TSS_1937	+	82	2	18.5848652452
chr3L	21801948	21801949	TSS_10065	-	6	0	1.97038325308
chr3L	21801979	21801980	TSS_634	+	306	2	67.5984164546
chr3L	21837887	21837888	TSS_4077	+	22	0	5.45920297848
chr3L	21845202	21845203	TSS_2618	-	49	0	11.3647770381
chr3L	21845478	21845479	TSS_8833	-	7	0	2.1867255063
chr3L	21847741	21847742	TSS_3796	-	25	0	6.11511756647
chr3L	21864914	21864915	TSS_4439	-	19	0	4.80345785808
chr3L	21866059	21866060	TSS_8834	-	7	0	2.1867255063
chr3L	21872487	21872488	TSS_12046	-	5	0	1.75509432621
chr3L	21872511	21872512	TSS_12047	-	5	0	1.75509432621
chr3L	21872677	21872678	TSS_4917	+	16	0	4.1479793462
chr3L	21872709	21872710	TSS_1127	+	239	3	39.4525050976
chr3L	21872758	21872759	TSS_6689	+	10	0	2.83881166131
chr3L	21873869	21873870	TSS_10066	+	6	0	1.97038325308
chr3L	21887103	21887104	TSS_12048	+	5	0	1.75509432621
chr3L	21907490	21907491	TSS_5123	-	15	0	3.92957396706
chr3L	21927811	21927812	TSS_6690	+	10	0	2.83881166131
chr3L	21927889	21927890	TSS_4918	+	16	0	4.1479793462
chr3L	21927927	21927928	TSS_4303	-	20	0	5.02201595633
chr3L	21936736	21936737	TSS_2303	+	61	0	13.9901651721
chr3L	21938746	21938747	TSS_2918	-	41	0	9.61464379974
chr3L	21938767	21938768	TSS_5928	+	12	0	3.2747771865
chr3L	21938802	21938803	TSS_10067	+	6	0	1.97038325308
chr3L	21938859	21938860	TSS_10068	+	6	0	1.97038325308
chr3L	21940982	21940983	TSS_4745	+	17	0	4.36643369141
chr3L	21948211	21948212	TSS_1877	+	87	0	19.6788699927
chr3L	21948231	21948232	TSS_8835	-	7	0	2.1867255063
chr3L	21948285	21948286	TSS_7208	+	9	0	2.62111566649
chr3L	21955499	21955500	TSS_2638	+	83	4	11.3505673457
chr3L	21956926	21956927	TSS_12049	-	5	0	1.75509432621
chr3L	21965147	21965148	TSS_6277	+	11	0	3.05671670715
chr3L	21969940	21969941	TSS_12050	-	5	0	1.75509432621
chr3L	21978314	21978315	TSS_72	+	829	2	182.038088026
chr3L	21995687	21995688	TSS_4919	+	16	0	4.1479793462
chr3L	21996038	21996039	TSS_7887	-	8	0	2.40371021526
chr3L	21996721	21996722	TSS_7209	-	9	0	2.62111566649
chr3L	22028093	22028094	TSS_2422	+	56	0	12.8962333863
chr3L	22046911	22046912	TSS_10069	+	6	0	1.97038325308
chr3L	22049872	22049873	TSS_10070	+	6	0	1.97038325308
chr3L	22059222	22059223	TSS_7888	+	8	0	2.40371021526
chr3L	22064193	22064194	TSS_6691	+	10	0	2.83881166131
chr3L	22069195	22069196	TSS_6480	+	22	5	2.84215053952
chr3L	22119718	22119719	TSS_8836	+	7	0	2.1867255063
chr3L	22129191	22129192	TSS_872	+	234	0	51.8438837086
chr3L	22144577	22144578	TSS_10071	-	6	0	1.97038325308
chr3L	22146253	22146254	TSS_10072	+	6	0	1.97038325308
chr3L	22170975	22170976	TSS_12051	-	5	0	1.75509432621
chr3L	22182515	22182516	TSS_6278	+	11	0	3.05671670715
chr3L	22235836	22235837	TSS_7210	-	9	0	2.62111566649
chr3L	22252801	22252802	TSS_7890	-	8	0	2.40371021526
chr3L	22258286	22258287	TSS_10073	+	6	0	1.97038325308
chr3L	22262695	22262696	TSS_8837	+	7	0	2.1867255063
chr3L	22270802	22270803	TSS_3339	+	32	0	7.64597372435
chr3L	22272668	22272669	TSS_10074	+	6	0	1.97038325308
chr3L	22281769	22281770	TSS_9376	+	18	6	2.10823862
chr3L	22293271	22293272	TSS_7891	-	8	0	2.40371021526
chr3L	22293352	22293353	TSS_10075	+	6	0	1.97038325308
chr3L	22302497	22302498	TSS_7892	+	8	0	2.40371021526
chr3L	22306987	22306988	TSS_10076	-	6	0	1.97038325308
chr3L	22311485	22311486	TSS_12052	+	5	0	1.75509432621
chr3L	22338250	22338251	TSS_10077	-	6	0	1.97038325308
chr3L	22338995	22338996	TSS_3340	-	32	1	7.64597372435
chr3L	22379195	22379196	TSS_8838	-	7	0	2.1867255063
chr3L	22387059	22387060	TSS_3160	-	35	0	8.30215913796
chr3L	22394742	22394743	TSS_1632	-	107	0	24.0549514293
chr3L	22400960	22400961	TSS_956	-	352	4	46.7169773895
chr3L	22413704	22413705	TSS_8839	+	7	0	2.1867255063
chr3L	22423545	22423546	TSS_12053	+	5	0	1.75509432621
chr3L	22426358	22426359	TSS_12054	+	5	0	1.75509432621
chr3L	22434679	22434680	TSS_10078	+	6	0	1.97038325308
chr3L	22442307	22442308	TSS_4194	+	21	0	5.24059880358
chr3L	22443707	22443708	TSS_12055	-	5	0	1.75509432621
chr3L	22454109	22454110	TSS_3892	-	24	0	5.89646451302
chr3L	22454230	22454231	TSS_6693	-	10	0	2.83881166131
chr3L	22459932	22459933	TSS_2530	+	52	0	12.0211073968
chr3L	22463686	22463687	TSS_5930	+	12	0	3.2747771865
chr3L	22465191	22465192	TSS_3448	+	30	0	7.20854566926
chr3L	22467878	22467879	TSS_1711	+	100	0	22.523313613
chr3L	22472200	22472201	TSS_12057	+	5	0	1.75509432621
chr3L	22489513	22489514	TSS_12058	-	5	0	1.75509432621
chr3L	22489539	22489540	TSS_8841	-	7	0	2.1867255063
chr3L	22497318	22497319	TSS_5614	+	13	0	3.49295637577
chr3L	22516041	22516042	TSS_10079	-	6	0	1.97038325308
chr3L	22556221	22556222	TSS_12059	+	5	0	1.75509432621
chr3L	22566699	22566700	TSS_6279	-	11	0	3.05671670715
chr3L	22605212	22605213	TSS_7211	+	9	0	2.62111566649
chr3L	22619429	22619430	TSS_12060	+	5	0	1.75509432621
chr3L	22662627	22662628	TSS_8842	-	7	0	2.1867255063
chr3L	22671455	22671456	TSS_6694	+	10	0	2.83881166131
chr3L	22671647	22671648	TSS_5931	+	12	0	3.2747771865
chr3L	22680453	22680454	TSS_4746	+	17	0	4.36643369141
chr3L	22681115	22681116	TSS_7893	-	8	0	2.40371021526
chr3L	22692528	22692529	TSS_3585	+	28	0	6.77114656352
chr3L	22692542	22692543	TSS_10080	-	6	0	1.97038325308
chr3L	22703086	22703087	TSS_10081	-	6	0	1.97038325308
chr3L	22705130	22705131	TSS_7894	-	8	0	2.40371021526
chr3L	22705256	22705257	TSS_643	+	303	0	66.9419766865
chr3L	22712282	22712283	TSS_10082	-	6	0	1.97038325308
chr3L	22714556	22714557	TSS_12061	+	5	0	1.75509432621
chr3L	22721246	22721247	TSS_5615	+	13	0	3.49295637577
chr3L	22721311	22721312	TSS_12062	+	5	0	1.75509432621
chr3L	22733857	22733858	TSS_5932	+	12	0	3.2747771865
chr3L	22766637	22766638	TSS_4512	+	62	9	4.62185005618
chr3L	22791518	22791519	TSS_10083	+	6	0	1.97038325308
chr3L	22812622	22812623	TSS_10084	+	6	0	1.97038325308
chr3L	22817889	22817890	TSS_2025	-	76	1	17.2720711667
chr3L	22817924	22817925	TSS_4595	-	18	0	4.58492870335
chr3L	22828292	22828293	TSS_1185	-	166	0	36.9646787003
chr3L	22828844	22828845	TSS_6695	-	10	0	2.83881166131
chr3L	22833392	22833393	TSS_7895	+	8	0	2.40371021526
chr3L	22833957	22833958	TSS_8843	-	7	0	2.1867255063
chr3L	22834446	22834447	TSS_5933	-	12	0	3.2747771865
chr3L	22845591	22845592	TSS_4304	+	20	0	5.02201595633
chr3L	22853872	22853873	TSS_4596	+	18	0	4.58492870335
chr3L	22857947	22857948	TSS_3116	+	36	0	8.52089722223
chr3L	22871863	22871864	TSS_2092	-	72	0	16.3968836289
chr3L	22874144	22874145	TSS_5934	+	12	0	3.2747771865
chr3L	22882362	22882363	TSS_2652	+	48	0	11.1460033954
chr3L	22892037	22892038	TSS_7896	+	8	0	2.40371021526
chr3L	22892276	22892277	TSS_10085	+	6	0	1.97038325308
chr3L	22902213	22902214	TSS_12063	-	5	0	1.75509432621
chr3L	22902538	22902539	TSS_7212	-	9	0	2.62111566649
chr3L	22905150	22905151	TSS_12064	-	5	0	1.75509432621
chr3L	22911563	22911564	TSS_8844	-	7	0	2.1867255063
chr3L	22912136	22912137	TSS_6280	-	11	0	3.05671670715
chr3L	22929598	22929599	TSS_12065	-	5	0	1.75509432621
chr3L	22938638	22938639	TSS_10086	-	6	0	1.97038325308
chr3L	22938758	22938759	TSS_1275	+	153	1	34.1201416124
chr3L	22954029	22954030	TSS_3841	+	34	3	6.05414388726
chr3L	22991470	22991471	TSS_1862	+	88	0	19.8976718539
chr3L	23035556	23035557	TSS_4747	+	17	0	4.36643369141
chr3L	23041880	23041881	TSS_6696	+	10	0	2.83881166131
chr3L	23052434	23052435	TSS_6697	+	10	0	2.83881166131
chr3L	23052466	23052467	TSS_8845	+	7	0	2.1867255063
chr3L	23065532	23065533	TSS_3217	-	34	0	8.08342557499
chr3L	23105667	23105668	TSS_8846	+	7	0	2.1867255063
chr3L	23106110	23106111	TSS_8847	+	7	0	2.1867255063
chr3L	23106217	23106218	TSS_5341	+	14	0	3.71122827673
chr3L	23109980	23109981	TSS_7213	-	9	0	2.62111566649
chr3L	23110801	23110802	TSS_12066	+	5	0	1.75509432621
chr3L	23136295	23136296	TSS_4078	+	22	0	5.45920297848
chr3L	23144241	23144242	TSS_7214	-	9	0	2.62111566649
chr3L	23150411	23150412	TSS_8848	-	7	0	2.1867255063
chr3L	23159179	23159180	TSS_5935	-	12	0	3.2747771865
chr3L	23208889	23208890	TSS_1904	-	85	0	19.2412671497
chr3L	23211375	23211376	TSS_6698	-	10	0	2.83881166131
chr3L	23213395	23213396	TSS_10087	-	6	0	1.97038325308
chr3L	23214611	23214612	TSS_7897	+	8	0	2.40371021526
chr3L	23218429	23218430	TSS_5124	+	15	0	3.92957396706
chr3L	23228815	23228816	TSS_3218	-	34	0	8.08342557499
chr3L	23228946	23228947	TSS_7215	+	9	0	2.62111566649
chr3L	23265021	23265022	TSS_12067	+	5	0	1.75509432621
chr3L	23285251	23285252	TSS_10088	+	6	0	1.97038325308
chr3L	23300414	23300415	TSS_5343	+	14	0	3.71122827673
chr3L	23337994	23337995	TSS_2867	+	42	0	9.83340246127
chr3L	23390973	23390974	TSS_3161	-	35	0	8.30215913796
chr3L	23411638	23411639	TSS_1682	+	103	0	23.1797287831
chr3L	23414133	23414134	TSS_8849	+	7	0	2.1867255063
chr3L	23414907	23414908	TSS_3219	+	34	0	8.08342557499
chr3L	23422380	23422381	TSS_4195	-	21	0	5.24059880358
chr3L	23430956	23430957	TSS_5936	+	12	0	3.2747771865
chr3L	23437952	23437953	TSS_5937	+	12	0	3.2747771865
chr3L	23442435	23442436	TSS_8850	+	7	0	2.1867255063
chr3L	23446109	23446110	TSS_6281	-	11	0	3.05671670715
chr3L	23446689	23446690	TSS_2286	-	62	0	14.208954244
chr3L	23463688	23463689	TSS_10089	+	6	0	1.97038325308
chr3L	23474859	23474860	TSS_8851	+	7	0	2.1867255063
chr3L	23487613	23487614	TSS_10090	+	6	0	1.97038325308
chr3L	23508287	23508288	TSS_12069	+	5	0	1.75509432621
chr3L	23508622	23508623	TSS_8852	-	7	0	2.1867255063
chr3L	23528164	23528165	TSS_10091	-	6	0	1.97038325308
chr3L	23546587	23546588	TSS_4305	-	20	1	5.02201595633
chr3L	23553365	23553366	TSS_5125	-	15	0	3.92957396706
chr3L	23564383	23564384	TSS_12070	-	5	0	1.75509432621
chr3L	23593358	23593359	TSS_1403	+	135	0	30.1815672537
chr3L	23606693	23606694	TSS_12071	-	5	0	1.75509432621
chr3L	23638551	23638552	TSS_2348	+	59	0	13.5525896042
chr3L	23648965	23648966	TSS_2619	+	49	1	11.3647770381
chr3L	23660746	23660747	TSS_7898	-	8	0	2.40371021526
chr3L	23671293	23671294	TSS_8853	+	7	0	2.1867255063
chr3L	23681286	23681287	TSS_4921	+	16	0	4.1479793462
chr3L	23684462	23684463	TSS_1059	-	188	1	41.7785260005
chr3L	23688664	23688665	TSS_8854	+	7	1	2.1867255063
chr3L	23688723	23688724	TSS_1762	-	96	0	21.6480960834
chr3L	23697795	23697796	TSS_2919	-	41	0	9.61464379974
chr3L	23716149	23716150	TSS_996	+	202	2	44.8418909577
chr3L	23723334	23723335	TSS_3976	+	23	0	5.67782566255
chr3L	23745536	23745537	TSS_8855	+	7	0	2.1867255063
chr3L	23746451	23746452	TSS_7899	+	8	0	2.40371021526
chr3L	23809332	23809333	TSS_8856	-	7	0	2.1867255063
chr3L	23817297	23817298	TSS_5616	+	13	0	3.49295637577
chr3L	23818110	23818111	TSS_8857	-	7	0	2.1867255063
chr3L	23842369	23842370	TSS_6699	+	10	0	2.83881166131
chr3L	23842466	23842467	TSS_12072	+	5	0	1.75509432621
chr3L	23863233	23863234	TSS_3162	+	35	0	8.30215913796
chr3L	23869096	23869097	TSS_7900	-	8	0	2.40371021526
chr3L	23869755	23869756	TSS_7216	+	9	0	2.62111566649
chr3L	23874990	23874991	TSS_7901	+	8	0	2.40371021526
chr3L	23881132	23881133	TSS_10092	+	6	0	1.97038325308
chr3L	23887829	23887830	TSS_2620	+	49	0	11.3647770381
chr3L	23908487	23908488	TSS_3518	-	29	0	6.9898421195
chr3L	23915380	23915381	TSS_5939	-	12	0	3.2747771865
chr3L	23928638	23928639	TSS_8858	+	7	0	2.1867255063
chr3L	23969126	23969127	TSS_7217	+	9	0	2.62111566649
chr3L	23972843	23972844	TSS_12073	+	5	0	1.75509432621
chr3L	23972966	23972967	TSS_10093	-	6	0	1.97038325308
chr3L	24000221	24000222	TSS_2653	-	48	0	11.1460033954
chr3L	24005610	24005611	TSS_2395	-	57	0	13.115017774
chr3L	24030077	24030078	TSS_4196	+	21	0	5.24059880358
chr3L	24055371	24055372	TSS_6282	-	11	0	3.05671670715
chr3L	24062897	24062898	TSS_2565	+	51	0	11.8023291318
chr3L	24072236	24072237	TSS_7902	-	8	0	2.40371021526
chr3L	24078279	24078280	TSS_7218	-	9	1	2.62111566649
chr3L	24096012	24096013	TSS_3519	-	29	0	6.9898421195
chr3L	24110222	24110223	TSS_10095	-	6	0	1.97038325308
chr3L	24117780	24117781	TSS_8860	-	7	0	2.1867255063
chr3L	24119577	24119578	TSS_12074	+	5	0	1.75509432621
chr3L	24123358	24123359	TSS_8861	+	7	0	2.1867255063
chr3L	24125524	24125525	TSS_2209	-	66	0	15.0841182039
chr3L	24157045	24157046	TSS_10096	+	6	0	1.97038325308
chr3L	24162270	24162271	TSS_4441	+	19	0	4.80345785808
chr3L	24174307	24174308	TSS_2566	+	51	0	11.8023291318
chr3L	24174526	24174527	TSS_6700	+	10	0	2.83881166131
chr3L	24174563	24174564	TSS_6701	-	10	0	2.83881166131
chr3L	24180245	24180246	TSS_12076	-	5	0	1.75509432621
chr3L	24190548	24190549	TSS_5940	+	12	0	3.2747771865
chr3L	24190848	24190849	TSS_2330	-	60	0	13.7713769444
chr3L	24210008	24210009	TSS_7219	-	9	0	2.62111566649
chr3L	24218274	24218275	TSS_7220	+	9	0	2.62111566649
chr3L	24232929	24232930	TSS_7903	+	8	0	2.40371021526
chr3L	24235235	24235236	TSS_12077	+	5	0	1.75509432621
chr3L	24264038	24264039	TSS_2117	+	71	0	16.1780879743
chr3L	24282530	24282531	TSS_10097	-	6	0	1.97038325308
chr3L	24283966	24283967	TSS_2955	-	40	1	9.39588793969
chr3L	24290017	24290018	TSS_4079	+	22	0	5.45920297848
chr3L	24293206	24293207	TSS_1043	+	437	6	42.4486740881
chr3L	24303922	24303923	TSS_12078	+	5	0	1.75509432621
chr3L	24304414	24304415	TSS_8862	+	7	0	2.1867255063
chr3L	24315094	24315095	TSS_3893	+	24	0	5.89646451302
chr3L	24345496	24345497	TSS_843	+	241	1	53.3755718944
chr3L	24348500	24348501	TSS_2531	-	52	0	12.0211073968
chr3L	24353094	24353095	TSS_10881	-	18	7	1.88752262098
chr3L	24355396	24355397	TSS_3220	+	34	0	8.08342557499
chr3L	24373476	24373477	TSS_6702	+	10	0	2.83881166131
chr3L	24374634	24374635	TSS_6703	-	10	1	2.83881166131
chr3L	24395740	24395741	TSS_6704	+	10	0	2.83881166131
chr3L	24409466	24409467	TSS_6705	+	10	0	2.83881166131
chr3L	24426461	24426462	TSS_3221	-	34	0	8.08342557499
chr3L	24436334	24436335	TSS_3075	+	37	0	8.73963945825
chr3L	24440873	24440874	TSS_5941	-	12	0	3.2747771865
chr3L	24465857	24465858	TSS_1601	-	111	0	24.9301765656
chr3L	24467417	24467418	TSS_4197	+	21	0	5.24059880358
chr3L	24500236	24500237	TSS_2270	-	63	0	14.4277441199
chr3L	24500317	24500318	TSS_7221	+	9	0	2.62111566649
chr3L	24501792	24501793	TSS_3797	+	25	0	6.11511756647
chr3LHet	5353	5354	TSS_3899	+	24	0	5.89646451302
chr3LHet	11887	11888	TSS_3897	+	24	0	5.89646451302
chr3LHet	24529	24530	TSS_4609	-	18	0	4.58492870335
chr3LHet	54742	54743	TSS_12244	+	5	0	1.75509432621
chr3LHet	151667	151668	TSS_3800	-	25	0	6.11511756647
chr3LHet	167421	167422	TSS_12230	+	5	0	1.75509432621
chr3LHet	257728	257729	TSS_12237	-	5	0	1.75509432621
chr3LHet	258777	258778	TSS_1746	-	97	2	21.8669001588
chr3LHet	258882	258883	TSS_7256	-	9	0	2.62111566649
chr3LHet	285980	285981	TSS_4943	-	16	0	4.1479793462
chr3LHet	287327	287328	TSS_5964	-	12	0	3.2747771865
chr3LHet	290074	290075	TSS_10223	+	6	0	1.97038325308
chr3LHet	311881	311882	TSS_7257	-	9	0	2.62111566649
chr3LHet	342038	342039	TSS_3595	-	28	0	6.77114656352
chr3LHet	365404	365405	TSS_10224	-	6	0	1.97038325308
chr3LHet	378554	378555	TSS_5357	+	14	0	3.71122827673
chr3LHet	383409	383410	TSS_5358	-	14	0	3.71122827673
chr3LHet	390905	390906	TSS_12238	+	5	0	1.75509432621
chr3LHet	401209	401210	TSS_7977	-	8	0	2.40371021526
chr3LHet	401270	401271	TSS_12239	-	5	0	1.75509432621
chr3LHet	421962	421963	TSS_12240	-	5	0	1.75509432621
chr3LHet	456497	456498	TSS_4319	-	20	0	5.02201595633
chr3LHet	456537	456538	TSS_12241	-	5	0	1.75509432621
chr3LHet	458835	458836	TSS_12242	-	5	0	1.75509432621
chr3LHet	490569	490570	TSS_10225	+	6	0	1.97038325308
chr3LHet	515417	515418	TSS_4086	+	22	0	5.45920297848
chr3LHet	531993	531994	TSS_12243	+	5	0	1.75509432621
chr3LHet	533811	533812	TSS_1413	-	134	0	29.9627582194
chr3LHet	547309	547310	TSS_4764	+	17	0	4.36643369141
chr3LHet	553006	553007	TSS_12245	-	5	0	1.75509432621
chr3LHet	553559	553560	TSS_7978	+	8	0	2.40371021526
chr3LHet	555261	555262	TSS_5965	-	12	0	3.2747771865
chr3LHet	557364	557365	TSS_10226	-	6	0	1.97038325308
chr3LHet	578260	578261	TSS_2532	+	52	0	12.0211073968
chr3LHet	583729	583730	TSS_12246	-	5	0	1.75509432621
chr3LHet	615758	615759	TSS_12247	+	5	0	1.75509432621
chr3LHet	617562	617563	TSS_7979	-	8	0	2.40371021526
chr3LHet	618769	618770	TSS_3596	+	28	0	6.77114656352
chr3LHet	623228	623229	TSS_2474	+	54	0	12.4586679501
chr3LHet	629975	629976	TSS_12248	+	5	0	1.75509432621
chr3LHet	638796	638797	TSS_7980	-	8	0	2.40371021526
chr3LHet	648950	648951	TSS_6313	+	11	0	3.05671670715
chr3LHet	661017	661018	TSS_10227	+	6	0	1.97038325308
chr3LHet	664175	664176	TSS_10228	+	6	0	1.97038325308
chr3LHet	678150	678151	TSS_10229	-	6	0	1.97038325308
chr3LHet	683022	683023	TSS_2376	-	58	1	13.3338031976
chr3LHet	688055	688056	TSS_5641	+	13	0	3.49295637577
chr3LHet	695180	695181	TSS_12249	-	5	0	1.75509432621
chr3LHet	703887	703888	TSS_7981	+	8	0	2.40371021526
chr3LHet	710948	710949	TSS_3165	+	35	0	8.30215913796
chr3LHet	728204	728205	TSS_3404	-	31	1	7.42725643173
chr3LHet	728633	728634	TSS_3453	-	30	0	7.20854566926
chr3LHet	739606	739607	TSS_8934	-	7	0	2.1867255063
chr3LHet	760795	760796	TSS_7982	-	8	0	2.40371021526
chr3LHet	764428	764429	TSS_6735	-	10	0	2.83881166131
chr3LHet	772068	772069	TSS_5966	-	12	0	3.2747771865
chr3LHet	777031	777032	TSS_5359	-	14	2	3.71122827673
chr3LHet	783567	783568	TSS_2423	-	56	0	12.8962333863
chr3LHet	786788	786789	TSS_2073	-	73	0	16.6156797957
chr3LHet	820581	820582	TSS_5360	-	14	0	3.71122827673
chr3LHet	844183	844184	TSS_7258	+	9	0	2.62111566649
chr3LHet	853233	853234	TSS_10230	+	6	0	1.97038325308
chr3LHet	858609	858610	TSS_7259	+	9	1	2.62111566649
chr3LHet	866149	866150	TSS_5361	+	14	1	3.71122827673
chr3LHet	874477	874478	TSS_3038	-	38	0	8.95838551567
chr3LHet	898442	898443	TSS_5967	+	12	1	3.2747771865
chr3LHet	905170	905171	TSS_9393	+	24	9	1.98502440412
chr3LHet	914800	914801	TSS_7983	-	8	0	2.40371021526
chr3LHet	927206	927207	TSS_1879	-	87	0	19.6788699927
chr3LHet	928047	928048	TSS_805	-	339	3	55.746533875
chr3LHet	932095	932096	TSS_7260	-	9	0	2.62111566649
chr3LHet	932259	932260	TSS_8935	+	7	0	2.1867255063
chr3LHet	939539	939540	TSS_2781	-	44	0	10.2709274196
chr3LHet	950666	950667	TSS_6736	-	10	0	2.83881166131
chr3LHet	963138	963139	TSS_4610	+	18	0	4.58492870335
chr3LHet	982206	982207	TSS_3981	-	23	0	5.67782566255
chr3LHet	983320	983321	TSS_8327	-	22	7	2.22295221218
chr3LHet	1006252	1006253	TSS_5636	-	13	1	3.49295637577
chr3LHet	1008219	1008220	TSS_3452	-	30	0	7.20854566926
chr3LHet	1038118	1038119	TSS_1541	-	118	0	26.4618257824
chr3LHet	1041275	1041276	TSS_219	+	770	3	125.974493756
chr3LHet	1058493	1058494	TSS_12224	+	5	0	1.75509432621
chr3LHet	1058531	1058532	TSS_5637	-	13	0	3.49295637577
chr3LHet	1104716	1104717	TSS_4200	+	21	1	5.24059880358
chr3LHet	1114406	1114407	TSS_2072	-	73	0	16.6156797957
chr3LHet	1127842	1127843	TSS_12225	+	5	0	1.75509432621
chr3LHet	1134452	1134453	TSS_9378	+	23	8	2.09076771604
chr3LHet	1148504	1148505	TSS_10213	-	6	0	1.97038325308
chr3LHet	1148565	1148566	TSS_1501	+	123	0	27.55586448
chr3LHet	1158887	1158888	TSS_10878	+	11	4	1.90768947343
chr3LHet	1172806	1172807	TSS_4317	-	20	0	5.02201595633
chr3LHet	1187086	1187087	TSS_8928	-	7	0	2.1867255063
chr3LHet	1188509	1188510	TSS_7966	+	8	0	2.40371021526
chr3LHet	1188662	1188663	TSS_3896	+	24	0	5.89646451302
chr3LHet	1188858	1188859	TSS_8929	-	7	0	2.1867255063
chr3LHet	1191574	1191575	TSS_12226	-	5	0	1.75509432621
chr3LHet	1212401	1212402	TSS_2154	-	69	0	15.7404982914
chr3LHet	1231093	1231094	TSS_3277	-	33	0	7.86469694809
chr3LHet	1231335	1231336	TSS_10214	-	6	0	1.97038325308
chr3LHet	1237907	1237908	TSS_2743	+	45	0	10.4896933747
chr3LHet	1289077	1289078	TSS_10215	+	6	0	1.97038325308
chr3LHet	1296493	1296494	TSS_6309	-	11	1	3.05671670715
chr3LHet	1297562	1297563	TSS_3669	-	27	0	6.55245989942
chr3LHet	1359523	1359524	TSS_5638	+	13	0	3.49295637577
chr3LHet	1360068	1360069	TSS_4318	-	20	0	5.02201595633
chr3LHet	1367974	1367975	TSS_7967	+	8	0	2.40371021526
chr3LHet	1413024	1413025	TSS_4454	-	19	0	4.80345785808
chr3LHet	1413770	1413771	TSS_6732	-	10	0	2.83881166131
chr3LHet	1420941	1420942	TSS_4941	-	16	0	4.1479793462
chr3LHet	1421178	1421179	TSS_7968	+	8	0	2.40371021526
chr3LHet	1440537	1440538	TSS_591	-	323	0	71.3182428818
chr3LHet	1443396	1443397	TSS_12227	+	5	0	1.75509432621
chr3LHet	1450221	1450222	TSS_12228	+	5	0	1.75509432621
chr3LHet	1481823	1481824	TSS_954	-	211	0	46.8111994513
chr3LHet	1493642	1493643	TSS_5639	-	13	0	3.49295637577
chr3LHet	1544785	1544786	TSS_10216	+	6	0	1.97038325308
chr3LHet	1546336	1546337	TSS_7969	+	8	0	2.40371021526
chr3LHet	1546749	1546750	TSS_10217	-	6	0	1.97038325308
chr3LHet	1546921	1546922	TSS_10218	+	6	0	1.97038325308
chr3LHet	1581469	1581470	TSS_1655	-	105	0	23.6173397771
chr3LHet	1592062	1592063	TSS_2257	+	64	0	14.6465347618
chr3LHet	1618006	1618007	TSS_5960	-	12	0	3.2747771865
